iter,h,r,c,a
4360,1532,49,3508,9450
4361,1532,49,3507,9445
4362,1532,49,3507,9444
4363,1532,49,3506,9446
4364,1533,49,3507,9452
4365,1531,49,3505,9449
4366,1530,49,3506,9449
4367,1532,49,3505,9454
4368,1530,49,3505,9452
4369,1531,49,3507,9445
4370,1533,49,3504,9445
4371,1531,49,3503,9446
4372,1531,49,3502,9450
4373,1535,49,3502,9445
4374,1536,49,3499,9441
4375,1537,49,3498,9447
4376,1538,50,3501,9452
4377,1536,50,3502,9451
4378,1534,50,3503,9449
4379,1534,51,3502,9450
4380,1532,50,3503,9449
4381,1532,50,3502,9450
4382,1534,50,3504,9455
4383,1535,50,3507,9447
4384,1537,51,3505,9454
4385,1534,51,3503,9454
4386,1534,51,3506,9450
4387,1536,49,3504,9445
4388,1533,49,3507,9449
4389,1531,49,3505,9450
4390,1532,49,3503,9449
4391,1532,49,3500,9450
4392,1534,49,3503,9455
4393,1534,49,3503,9455
4394,1536,50,3503,9454
4395,1533,49,3503,9452
4396,1533,49,3505,9454
4397,1532,49,3504,9453
4398,1531,49,3502,9451
4399,1532,49,3498,9446
4400,1532,49,3499,9443
4401,1533,49,3498,9443
4402,1535,49,3498,9450
4403,1535,49,3499,9450
4404,1534,49,3498,9445
4405,1536,49,3499,9450
4406,1536,49,3501,9453
4407,1532,49,3502,9453
4408,1532,49,3502,9453
4409,1533,49,3499,9452
4410,1531,49,3499,9448
4411,1531,49,3501,9451
4412,1530,49,3502,9447
4413,1531,49,3500,9446
4414,1533,49,3504,9446
4415,1534,49,3504,9449
4416,1538,49,3504,9455
4417,1537,49,3501,9453
4418,1536,49,3502,9461
4419,1535,49,3498,9465
4420,1535,49,3496,9465
4421,1535,49,3495,9465
4422,1534,49,3497,9459
4423,1533,49,3498,9456
4424,1534,49,3498,9456
4425,1535,49,3498,9450
4426,1535,49,3497,9447
4427,1535,49,3496,9444
4428,1532,49,3497,9447
4429,1530,49,3498,9449
4430,1529,49,3497,9448
4431,1531,49,3499,9446
4432,1533,49,3503,9449
4433,1534,49,3503,9451
4434,1535,49,3502,9452
4435,1533,49,3501,9446
4436,1534,49,3502,9453
4437,1534,49,3499,9456
4438,1533,49,3498,9460
4439,1533,49,3497,9450
4440,1534,49,3499,9452
4441,1537,49,3495,9454
4442,1537,49,3498,9454
4443,1535,49,3498,9453
4444,1535,49,3496,9457
4445,1534,49,3495,9455
4446,1533,49,3495,9459
4447,1533,49,3492,9454
4448,1535,49,3494,9451
4449,1534,49,3492,9445
4450,1532,49,3492,9444
4451,1532,49,3495,9441
4452,1532,49,3494,9441
4453,1532,49,3497,9437
4454,1530,49,3500,9439
4455,1531,49,3501,9445
4456,1531,49,3499,9445
4457,1532,49,3497,9449
4458,1535,49,3492,9451
4459,1536,49,3494,9452
4460,1535,49,3494,9449
4461,1533,49,3495,9452
4462,1535,49,3495,9457
4463,1533,49,3497,9456
4464,1531,49,3496,9456
4465,1531,49,3494,9459
4466,1533,49,3497,9461
4467,1533,49,3495,9466
4468,1534,49,3496,9465
4469,1530,49,3498,9458
4470,1533,49,3496,9456
4471,1535,49,3498,9457
4472,1535,49,3496,9451
4473,1536,49,3495,9450
4474,1532,49,3495,9448
4475,1531,49,3493,9446
4476,1529,49,3494,9444
4477,1530,49,3494,9440
4478,1530,49,3492,9441
4479,1531,49,3494,9435
4480,1531,49,3495,9430
4481,1531,49,3496,9432
4482,1528,49,3497,9440
4483,1530,49,3496,9441
4484,1532,49,3496,9446
4485,1534,49,3498,9449
4486,1536,49,3500,9456
4487,1534,49,3498,9451
4488,1535,49,3498,9456
4489,1534,49,3495,9449
4490,1534,49,3497,9452
4491,1536,49,3499,9455
4492,1533,49,3496,9458
4493,1533,49,3497,9462
4494,1530,49,3494,9461
4495,1529,49,3497,9459
4496,1530,49,3497,9463
4497,1530,49,3497,9456
4498,1531,49,3501,9456
4499,1532,49,3498,9456
4500,1532,49,3500,9455
4501,1534,49,3500,9449
4502,1533,49,3497,9447
4503,1536,49,3498,9448
4504,1535,49,3497,9446
4505,1533,49,3497,9444
4506,1531,49,3499,9443
4507,1530,49,3496,9444
4508,1529,49,3493,9450
4509,1529,49,3494,9446
4510,1532,49,3493,9448
4511,1533,50,3493,9452
4512,1535,50,3493,9449
4513,1536,49,3493,9442
4514,1536,49,3493,9445
4515,1534,49,3492,9445
4516,1530,49,3488,9451
4517,1530,49,3490,9450
4518,1529,49,3490,9452
4519,1527,49,3491,9447
4520,1528,49,3492,9444
4521,1530,49,3492,9447
4522,1531,49,3489,9453
4523,1531,49,3491,9454
4524,1531,49,3488,9451
4525,1532,49,3488,9455
4526,1532,50,3488,9450
4527,1532,49,3489,9449
4528,1529,49,3489,9451
4529,1529,49,3490,9448
4530,1529,49,3488,9446
4531,1528,49,3489,9453
4532,1529,49,3489,9456
4533,1530,49,3487,9463
4534,1532,49,3489,9455
4535,1530,49,3485,9456
4536,1529,49,3485,9455
4537,1531,49,3486,9456
4538,1534,49,3485,9452
4539,1528,49,3486,9444
4540,1530,49,3487,9442
4541,1529,49,3486,9446
4542,1529,49,3485,9450
4543,1530,49,3484,9444
4544,1529,49,3488,9444
4545,1529,49,3484,9449
4546,1530,49,3484,9458
4547,1531,49,3485,9460
4548,1531,49,3483,9451
4549,1535,50,3484,9454
4550,1532,49,3485,9453
4551,1531,49,3487,9451
4552,1528,49,3489,9456
4553,1530,49,3489,9451
4554,1531,49,3492,9451
4555,1530,49,3493,9451
4556,1532,49,3492,9452
4557,1531,50,3491,9447
4558,1534,50,3494,9447
4559,1530,50,3494,9448
4560,1531,50,3499,9448
4561,1532,50,3496,9444
4562,1531,51,3496,9442
4563,1532,51,3496,9441
4564,1533,51,3495,9443
4565,1534,51,3492,9442
4566,1533,51,3494,9454
4567,1532,51,3494,9453
4568,1530,50,3493,9450
4569,1531,50,3490,9446
4570,1531,50,3487,9443
4571,1530,50,3487,9443
4572,1530,50,3487,9445
4573,1530,50,3487,9446
4574,1530,50,3487,9451
4575,1529,50,3489,9451
4576,1530,50,3487,9449
4577,1530,50,3492,9454
4578,1534,50,3491,9456
4579,1535,50,3491,9447
4580,1542,50,3492,9445
4581,1539,50,3490,9442
4582,1539,50,3489,9451
4583,1536,50,3488,9451
4584,1533,50,3489,9453
4585,1530,50,3486,9450
4586,1533,50,3485,9450
4587,1534,50,3486,9452
4588,1532,50,3487,9445
4589,1532,50,3489,9446
4590,1531,50,3492,9445
4591,1531,50,3491,9442
4592,1532,50,3493,9449
4593,1531,50,3493,9441
4594,1531,50,3494,9448
4595,1531,50,3492,9445
4596,1531,50,3492,9447
4597,1530,50,3494,9449
4598,1531,50,3494,9452
4599,1531,50,3492,9454
4600,1530,50,3495,9450
4601,1529,50,3497,9453
4602,1528,50,3496,9464
4603,1531,50,3496,9465
4604,1530,50,3494,9460
4605,1530,50,3493,9449
4606,1532,50,3494,9443
4607,1533,50,3496,9448
4608,1531,50,3494,9448
4609,1532,50,3494,9446
4610,1529,50,3492,9447
4611,1529,50,3490,9452
4612,1531,50,3492,9455
4613,1529,50,3494,9449
4614,1529,50,3495,9447
4615,1532,50,3493,9445
4616,1530,50,3494,9448
4617,1529,50,3492,9452
4618,1529,50,3493,9447
4619,1530,50,3493,9447
4620,1533,50,3493,9451
4621,1534,50,3489,9458
4622,1533,50,3490,9450
4623,1528,50,3491,9447
4624,1530,50,3488,9446
4625,1528,50,3487,9444
4626,1529,50,3486,9451
4627,1529,50,3488,9445
4628,1530,50,3493,9449
4629,1529,50,3493,9448
4630,1530,50,3491,9445
4631,1533,50,3494,9446
4632,1533,50,3492,9452
4633,1532,50,3493,9452
4634,1530,50,3490,9449
4635,1531,50,3492,9449
4636,1533,50,3491,9453
4637,1534,50,3492,9452
4638,1531,50,3490,9450
4639,1532,50,3486,9453
4640,1532,50,3489,9457
4641,1531,50,3491,9458
4642,1531,50,3492,9463
4643,1530,50,3494,9461
4644,1530,50,3493,9449
4645,1529,50,3490,9450
4646,1528,50,3492,9451
4647,1530,50,3489,9448
4648,1532,50,3493,9447
4649,1533,50,3491,9448
4650,1536,50,3489,9449
4651,1536,50,3489,9445
4652,1534,50,3491,9446
4653,1532,50,3490,9449
4654,1532,50,3492,9445
4655,1532,50,3490,9447
4656,1530,50,3490,9450
4657,1532,50,3488,9442
4658,1530,50,3487,9442
4659,1530,50,3487,9439
4660,1530,50,3493,9441
4661,1535,50,3493,9448
4662,1533,50,3494,9454
4663,1534,50,3494,9453
4664,1533,50,3491,9446
4665,1533,50,3491,9448
4666,1534,50,3486,9453
4667,1534,50,3488,9455
4668,1534,50,3489,9452
4669,1532,50,3489,9451
4670,1532,50,3490,9453
4671,1536,50,3489,9457
4672,1535,50,3490,9453
4673,1531,51,3488,9452
4674,1531,50,3489,9447
4675,1530,50,3489,9451
4676,1531,50,3492,9452
4677,1534,50,3485,9446
4678,1538,50,3489,9451
4679,1536,51,3487,9454
4680,1534,50,3487,9456
4681,1533,50,3487,9451
4682,1531,50,3486,9450
4683,1530,50,3486,9452
4684,1529,50,3489,9453
4685,1532,50,3487,9447
4686,1532,50,3487,9447
4687,1532,50,3488,9442
4688,1532,50,3484,9440
4689,1532,50,3486,9445
4690,1530,50,3488,9448
4691,1531,50,3487,9446
4692,1531,50,3486,9450
4693,1535,51,3486,9453
4694,1536,51,3488,9451
4695,1535,51,3488,9449
4696,1536,51,3486,9452
4697,1536,50,3488,9448
4698,1533,50,3487,9450
4699,1533,50,3483,9453
4700,1532,50,3483,9453
4701,1535,50,3486,9453
4702,1537,50,3485,9462
4703,1535,50,3486,9458
4704,1531,50,3487,9457
4705,1533,50,3488,9458
4706,1534,50,3491,9458
4707,1533,50,3492,9455
4708,1537,50,3491,9458
4709,1535,50,3491,9455
4710,1537,50,3490,9453
4711,1537,50,3492,9445
4712,1538,50,3492,9445
4713,1534,50,3495,9447
4714,1534,50,3492,9451
4715,1534,50,3496,9447
4716,1535,51,3495,9447
4717,1534,51,3493,9452
4718,1533,50,3493,9451
4719,1533,50,3490,9446
4720,1533,50,3488,9445
4721,1537,50,3495,9447
4722,1536,50,3494,9454
4723,1538,50,3492,9450
4724,1539,50,3488,9451
4725,1537,50,3489,9450
4726,1535,50,3491,9449
4727,1533,50,3489,9453
4728,1530,50,3489,9462
4729,1532,50,3488,9454
4730,1533,50,3489,9454
4731,1534,50,3488,9451
4732,1533,50,3492,9448
4733,1533,50,3488,9456
4734,1533,50,3488,9454
4735,1537,50,3487,9451
4736,1540,50,3487,9450
4737,1540,50,3489,9444
4738,1536,50,3488,9443
4739,1535,50,3491,9445
4740,1535,50,3489,9446
4741,1537,50,3489,9445
4742,1535,50,3487,9446
4743,1534,50,3488,9450
4744,1534,50,3485,9450
4745,1534,50,3485,9451
4746,1534,50,3482,9462
4747,1532,50,3483,9457
4748,1530,50,3483,9454
4749,1531,50,3485,9453
4750,1532,50,3484,9448
4751,1530,50,3483,9446
4752,1533,50,3482,9446
4753,1530,50,3484,9446
4754,1532,50,3483,9448
4755,1532,50,3482,9447
4756,1533,50,3481,9444
4757,1531,50,3481,9443
4758,1532,50,3481,9442
4759,1532,50,3482,9444
4760,1534,50,3485,9446
4761,1533,50,3485,9446
4762,1535,50,3484,9453
4763,1536,50,3481,9449
4764,1536,50,3486,9446
4765,1535,50,3481,9445
4766,1536,50,3483,9448
4767,1535,50,3483,9450
4768,1538,50,3485,9449
4769,1536,50,3485,9453
4770,1535,50,3486,9463
4771,1538,50,3489,9468
4772,1538,50,3487,9463
4773,1536,50,3488,9455
4774,1535,50,3486,9454
4775,1535,50,3487,9452
4776,1535,50,3487,9454
4777,1534,50,3488,9452
4778,1535,50,3488,9451
4779,1535,50,3488,9444
4780,1534,50,3487,9449
4781,1533,50,3485,9446
4782,1533,50,3484,9449
4783,1534,50,3486,9445
4784,1534,50,3486,9448
4785,1532,50,3486,9449
4786,1531,50,3483,9451
4787,1532,50,3485,9446
4788,1532,50,3483,9440
4789,1532,50,3484,9438
4790,1534,50,3484,9441
4791,1534,50,3485,9445
4792,1535,50,3485,9454
4793,1535,50,3484,9466
4794,1533,50,3486,9467
4795,1533,50,3487,9463
4796,1533,50,3489,9463
4797,1534,50,3489,9464
4798,1534,50,3489,9468
4799,1534,50,3487,9466
4800,1532,50,3485,9462
4801,1535,50,3484,9452
4802,1533,50,3485,9458
4803,1534,50,3486,9450
4804,1535,50,3488,9446
4805,1534,50,3485,9446
4806,1536,50,3485,9444
4807,1534,50,3487,9444
4808,1535,50,3487,9445
4809,1535,50,3488,9436
4810,1539,50,3490,9440
4811,1538,50,3489,9440
4812,1536,50,3497,9436
4813,1534,50,3492,9439
4814,1535,50,3491,9444
4815,1534,50,3493,9447
4816,1534,50,3494,9448
4817,1534,50,3491,9452
4818,1534,50,3490,9463
4819,1533,50,3487,9458
4820,1533,51,3488,9458
4821,1535,50,3482,9450
4822,1536,50,3481,9453
4823,1536,50,3483,9453
4824,1537,50,3483,9450
4825,1534,50,3486,9453
4826,1534,51,3485,9454
4827,1533,50,3488,9458
4828,1532,50,3487,9450
4829,1530,50,3486,9454
4830,1529,50,3485,9444
4831,1527,50,3486,9442
4832,1528,50,3485,9439
4833,1527,50,3485,9442
4834,1529,50,3486,9439
4835,1529,50,3487,9445
4836,1533,50,3488,9449
4837,1531,50,3488,9446
4838,1534,50,3488,9445
4839,1535,50,3491,9440
4840,1535,50,3491,9440
4841,1536,50,3489,9447
4842,1534,50,3488,9449
4843,1536,50,3485,9450
4844,1536,50,3488,9457
4845,1535,50,3489,9454
4846,1533,50,3487,9455
4847,1533,50,3487,9454
4848,1531,50,3488,9447
4849,1532,50,3483,9445
4850,1536,50,3485,9448
4851,1536,50,3484,9447
4852,1536,50,3484,9455
4853,1535,50,3485,9455
4854,1537,50,3486,9448
4855,1535,50,3484,9443
4856,1535,50,3483,9447
4857,1538,50,3487,9444
4858,1536,50,3486,9446
4859,1537,50,3490,9446
4860,1536,50,3490,9443
4861,1535,50,3486,9446
4862,1536,50,3489,9448
4863,1533,50,3492,9444
4864,1534,50,3488,9447
4865,1535,50,3488,9446
4866,1535,50,3485,9452
4867,1535,50,3486,9456
4868,1535,50,3488,9460
4869,1535,50,3491,9460
4870,1532,50,3491,9451
4871,1532,50,3494,9447
4872,1530,50,3494,9453
4873,1530,50,3495,9459
4874,1531,50,3495,9457
4875,1531,50,3494,9456
4876,1534,50,3492,9451
4877,1533,50,3491,9450
4878,1532,50,3493,9453
4879,1533,50,3492,9453
4880,1533,50,3492,9456
4881,1531,50,3494,9456
4882,1529,50,3493,9459
4883,1531,50,3493,9449
4884,1530,50,3494,9449
4885,1530,50,3492,9451
4886,1531,50,3490,9449
4887,1531,50,3492,9449
4888,1531,50,3493,9455
4889,1530,50,3493,9445
4890,1529,50,3490,9447
4891,1529,50,3493,9449
4892,1529,50,3495,9447
4893,1529,50,3491,9441
4894,1530,50,3489,9440
4895,1533,50,3487,9446
4896,1533,50,3486,9450
4897,1536,50,3488,9454
4898,1536,50,3488,9448
4899,1533,50,3490,9447
4900,1535,50,3490,9448
4901,1537,50,3490,9449
4902,1536,50,3488,9457
4903,1533,50,3487,9462
4904,1534,50,3487,9455
4905,1534,50,3487,9448
4906,1535,50,3484,9450
4907,1533,50,3488,9444
4908,1532,50,3486,9441
4909,1536,50,3484,9441
4910,1536,50,3484,9445
4911,1537,50,3481,9449
4912,1539,50,3482,9455
4913,1534,50,3483,9454
4914,1532,50,3485,9450
4915,1532,50,3488,9456
4916,1529,50,3487,9453
4917,1531,51,3485,9453
4918,1531,51,3486,9444
4919,1529,51,3483,9442
4920,1531,51,3485,9442
4921,1530,51,3486,9445
4922,1530,51,3489,9452
4923,1529,50,3488,9457
4924,1531,50,3489,9455
4925,1531,50,3489,9456
4926,1532,50,3490,9455
4927,1532,50,3491,9457
4928,1533,50,3489,9462
4929,1533,50,3491,9459
4930,1531,50,3491,9455
4931,1531,50,3489,9450
4932,1533,50,3490,9449
4933,1532,50,3487,9445
4934,1535,50,3488,9443
4935,1533,50,3488,9443
4936,1533,50,3490,9443
4937,1534,50,3492,9446
4938,1535,50,3491,9448
4939,1535,50,3490,9447
4940,1534,50,3488,9446
4941,1534,50,3485,9449
4942,1536,50,3482,9448
4943,1537,50,3481,9445
4944,1535,50,3480,9445
4945,1533,50,3480,9444
4946,1534,50,3477,9449
4947,1534,50,3473,9446
4948,1534,50,3473,9450
4949,1535,50,3475,9456
4950,1534,50,3477,9455
4951,1537,50,3475,9454
4952,1535,50,3477,9461
4953,1534,50,3476,9454
4954,1533,50,3476,9453
4955,1536,50,3477,9452
4956,1536,50,3476,9447
4957,1534,50,3477,9441
4958,1533,50,3474,9443
4959,1531,50,3472,9442
4960,1532,50,3475,9447
4961,1534,50,3471,9450
4962,1535,50,3474,9454
4963,1536,50,3474,9447
4964,1536,50,3475,9451
4965,1536,50,3476,9448
4966,1533,50,3475,9453
4967,1536,51,3473,9458
4968,1536,50,3472,9458
4969,1537,50,3474,9454
4970,1537,50,3473,9451
4971,1536,50,3476,9444
4972,1532,50,3475,9444
4973,1531,51,3475,9444
4974,1531,50,3474,9443
4975,1532,50,3476,9446
4976,1533,50,3474,9444
4977,1533,50,3476,9438
4978,1533,50,3473,9443
4979,1533,50,3474,9447
4980,1534,50,3473,9447
4981,1537,50,3476,9445
4982,1536,50,3475,9446
4983,1534,50,3476,9445
4984,1536,50,3477,9450
4985,1535,50,3477,9452
4986,1533,50,3474,9460
4987,1533,50,3476,9448
4988,1534,50,3474,9444
4989,1531,50,3477,9441
4990,1530,51,3476,9437
4991,1532,51,3479,9437
4992,1532,51,3478,9440
4993,1531,51,3476,9444
4994,1533,51,3477,9448
4995,1532,51,3475,9446
4996,1532,51,3471,9450
4997,1531,51,3467,9450
4998,1531,51,3469,9448
4999,1534,51,3471,9450
5000,1535,51,3473,9446
5001,1532,51,3477,9446
5002,1535,51,3475,9448
5003,1532,51,3475,9446
5004,1533,51,3469,9447
5005,1531,51,3472,9448
5006,1532,51,3471,9451
5007,1530,51,3472,9446
5008,1533,51,3469,9447
5009,1534,51,3472,9436
5010,1532,51,3475,9441
5011,1532,51,3474,9440
5012,1531,51,3475,9447
5013,1533,51,3475,9448
5014,1532,51,3476,9455
5015,1533,51,3477,9457
5016,1534,51,3475,9460
5017,1536,51,3477,9464
5018,1534,51,3476,9464
5019,1535,51,3476,9450
5020,1533,51,3473,9448
5021,1534,51,3474,9450
5022,1532,51,3471,9452
5023,1531,51,3471,9446
5024,1531,51,3472,9444
5025,1532,51,3473,9439
5026,1532,51,3475,9442
5027,1532,51,3475,9440
5028,1535,51,3472,9438
5029,1535,51,3475,9436
5030,1534,51,3476,9441
5031,1533,51,3476,9440
5032,1535,52,3477,9441
5033,1534,52,3474,9440
5034,1532,52,3473,9446
5035,1533,52,3470,9447
5036,1534,52,3470,9455
5037,1533,52,3472,9451
5038,1533,52,3472,9452
5039,1532,52,3474,9455
5040,1532,52,3476,9456
5041,1532,52,3474,9455
5042,1532,52,3475,9458
5043,1531,52,3476,9455
5044,1530,52,3477,9453
5045,1531,52,3478,9452
5046,1533,52,3477,9455
5047,1534,52,3473,9454
5048,1534,52,3475,9453
5049,1536,53,3475,9449
5050,1534,53,3472,9447
5051,1534,53,3471,9445
5052,1532,53,3473,9448
5053,1531,53,3474,9448
5054,1530,52,3472,9444
5055,1531,52,3472,9440
5056,1532,52,3470,9441
5057,1534,52,3471,9446
5058,1535,52,3469,9450
5059,1536,52,3469,9448
5060,1536,52,3471,9454
5061,1534,52,3474,9448
5062,1535,52,3475,9447
5063,1536,52,3476,9445
5064,1533,51,3480,9444
5065,1532,51,3480,9443
5066,1532,51,3480,9451
5067,1531,51,3477,9454
5068,1530,51,3478,9452
5069,1531,51,3476,9454
5070,1535,51,3477,9454
5071,1537,51,3480,9453
5072,1538,51,3483,9444
5073,1532,51,3482,9447
5074,1532,51,3481,9444
5075,1530,51,3481,9443
5076,1528,51,3481,9440
5077,1527,51,3482,9435
5078,1528,51,3479,9441
5079,1531,51,3478,9445
5080,1530,51,3480,9445
5081,1534,51,3479,9444
5082,1535,51,3479,9445
5083,1536,51,3478,9446
5084,1534,51,3478,9447
5085,1534,51,3477,9448
5086,1538,51,3478,9455
5087,1538,51,3478,9450
5088,1535,51,3477,9451
5089,1538,51,3476,9451
5090,1538,51,3477,9453
5091,1537,51,3478,9457
5092,1537,51,3480,9462
5093,1534,51,3478,9463
5094,1533,51,3478,9454
5095,1534,51,3471,9452
5096,1532,51,3480,9455
5097,1533,51,3480,9452
5098,1535,51,3477,9443
5099,1533,51,3479,9443
5100,1533,51,3481,9447
5101,1537,51,3480,9445
5102,1536,51,3478,9448
5103,1535,51,3480,9447
5104,1534,51,3479,9450
5105,1534,51,3477,9447
5106,1532,51,3479,9448
5107,1532,51,3479,9445
5108,1534,51,3477,9451
5109,1536,51,3479,9447
5110,1535,51,3479,9447
5111,1534,51,3480,9446
5112,1531,51,3479,9443
5113,1531,51,3480,9446
5114,1531,52,3478,9445
5115,1531,51,3477,9440
5116,1534,51,3478,9442
5117,1533,51,3477,9445
5118,1531,51,3477,9446
5119,1533,51,3476,9444
5120,1531,52,3475,9442
5121,1532,51,3473,9444
5122,1533,51,3475,9444
5123,1530,51,3471,9448
5124,1531,51,3475,9448
5125,1531,51,3476,9448
5126,1530,51,3476,9451
5127,1529,51,3477,9452
5128,1530,51,3478,9449
5129,1532,51,3475,9437
5130,1535,51,3476,9439
5131,1537,51,3475,9440
5132,1536,51,3472,9438
5133,1537,51,3474,9441
5134,1536,51,3474,9445
5135,1535,51,3474,9448
5136,1533,51,3473,9452
5137,1532,51,3474,9449
5138,1532,51,3470,9452
5139,1530,51,3469,9451
5140,1533,51,3467,9447
5141,1537,51,3470,9453
5142,1539,51,3468,9453
5143,1538,51,3469,9455
5144,1537,51,3468,9459
5145,1533,51,3465,9453
5146,1530,51,3468,9454
5147,1530,51,3469,9454
5148,1529,52,3470,9453
5149,1530,52,3475,9451
5150,1531,52,3475,9450
5151,1531,52,3468,9450
5152,1531,52,3471,9449
5153,1532,52,3468,9447
5154,1532,52,3470,9453
5155,1533,52,3471,9447
5156,1534,52,3469,9449
5157,1532,52,3469,9446
5158,1534,52,3471,9455
5159,1532,52,3468,9458
5160,1530,52,3469,9461
5161,1527,52,3466,9464
5162,1530,52,3465,9456
5163,1530,52,3463,9447
5164,1531,52,3463,9454
5165,1532,52,3464,9455
5166,1534,52,3463,9455
5167,1532,52,3462,9457
5168,1532,52,3463,9459
5169,1530,52,3464,9451
5170,1532,52,3462,9449
5171,1532,52,3466,9454
5172,1535,52,3465,9450
5173,1535,52,3464,9446
5174,1534,52,3463,9453
5175,1533,52,3463,9457
5176,1534,52,3466,9460
5177,1537,52,3465,9458
5178,1535,52,3468,9450
5179,1535,52,3469,9448
5180,1532,52,3466,9444
5181,1534,52,3465,9442
5182,1535,52,3466,9441
5183,1536,52,3467,9444
5184,1538,52,3467,9439
5185,1536,52,3467,9439
5186,1537,52,3467,9445
5187,1536,52,3466,9439
5188,1535,52,3466,9435
5189,1534,52,3466,9438
5190,1532,52,3468,9444
5191,1534,52,3466,9449
5192,1536,52,3473,9452
5193,1534,52,3468,9451
5194,1534,52,3469,9452
5195,1534,52,3465,9452
5196,1532,52,3465,9452
5197,1531,52,3464,9448
5198,1530,52,3464,9451
5199,1532,52,3466,9446
5200,1531,52,3464,9451
5201,1531,52,3465,9447
5202,1532,52,3467,9451
5203,1531,52,3468,9453
5204,1531,52,3463,9451
5205,1532,52,3465,9445
5206,1534,52,3465,9447
5207,1534,52,3466,9449
5208,1532,53,3470,9453
5209,1537,54,3469,9449
5210,1536,54,3470,9445
5211,1534,53,3470,9446
5212,1535,53,3468,9447
5213,1533,53,3465,9450
5214,1532,53,3466,9443
5215,1535,53,3465,9438
5216,1536,53,3464,9449
5217,1536,53,3464,9452
5218,1534,53,3465,9458
5219,1534,53,3465,9452
5220,1534,53,3465,9451
5221,1534,53,3464,9461
5222,1533,53,3464,9457
5223,1533,53,3465,9453
5224,1536,53,3466,9453
5225,1535,53,3466,9446
5226,1536,53,3467,9447
5227,1532,53,3467,9459
5228,1534,53,3468,9460
5229,1531,52,3468,9454
5230,1532,52,3464,9450
5231,1529,52,3464,9441
5232,1530,52,3462,9439
5233,1531,52,3465,9446
5234,1531,52,3464,9445
5235,1529,52,3462,9441
5236,1529,52,3465,9446
5237,1530,52,3466,9450
5238,1532,52,3464,9448
5239,1534,52,3463,9440
5240,1536,52,3461,9437
5241,1534,52,3462,9440
5242,1533,52,3462,9453
5243,1534,52,3464,9441
5244,1535,52,3462,9441
5245,1536,52,3464,9447
5246,1536,52,3466,9453
5247,1538,52,3465,9452
5248,1535,52,3465,9452
5249,1533,52,3465,9452
5250,1535,52,3467,9450
5251,1532,52,3466,9446
5252,1537,52,3465,9450
5253,1538,52,3465,9452
5254,1539,52,3460,9445
5255,1538,52,3459,9450
5256,1537,52,3461,9455
5257,1534,52,3460,9443
5258,1534,52,3461,9445
5259,1532,52,3462,9449
5260,1535,52,3460,9447
5261,1537,53,3464,9442
5262,1536,52,3462,9444
5263,1536,52,3464,9447
5264,1534,52,3464,9449
5265,1532,52,3464,9449
5266,1533,52,3458,9453
5267,1532,53,3464,9451
5268,1534,52,3462,9444
5269,1536,52,3459,9443
5270,1535,52,3460,9445
5271,1533,52,3460,9441
5272,1532,52,3460,9446
5273,1531,52,3464,9446
5274,1532,52,3463,9448
5275,1531,52,3463,9453
5276,1532,52,3464,9451
5277,1533,52,3463,9452
5278,1535,52,3462,9455
5279,1535,52,3462,9451
5280,1536,53,3462,9450
5281,1534,53,3461,9448
5282,1532,53,3460,9449
5283,1534,53,3461,9451
5284,1534,53,3460,9446
5285,1533,53,3461,9441
5286,1535,53,3462,9442
5287,1534,53,3464,9433
5288,1533,53,3467,9433
5289,1534,53,3464,9434
5290,1534,53,3466,9435
5291,1536,53,3468,9441
5292,1536,53,3466,9446
5293,1539,53,3463,9443
5294,1538,53,3464,9447
5295,1537,53,3459,9442
5296,1538,53,3460,9450
5297,1538,53,3459,9444
5298,1535,53,3461,9448
5299,1534,53,3459,9445
5300,1537,53,3461,9451
5301,1537,53,3463,9447
5302,1539,53,3461,9448
5303,1538,53,3462,9459
5304,1536,53,3463,9458
5305,1536,53,3462,9457
5306,1538,53,3459,9449
5307,1537,53,3461,9446
5308,1532,53,3461,9449
5309,1532,53,3460,9444
5310,1531,53,3462,9445
5311,1534,53,3463,9451
5312,1532,53,3461,9446
5313,1531,53,3463,9440
5314,1532,53,3464,9435
5315,1534,53,3463,9435
5316,1536,53,3467,9446
5317,1534,53,3465,9440
5318,1535,53,3467,9440
5319,1533,53,3462,9438
5320,1533,53,3464,9448
5321,1532,53,3464,9453
5322,1533,53,3462,9458
5323,1532,53,3462,9457
5324,1531,54,3462,9463
5325,1531,53,3462,9458
5326,1532,53,3461,9467
5327,1532,53,3462,9468
5328,1533,53,3460,9465
5329,1534,53,3460,9457
5330,1534,53,3456,9454
5331,1533,53,3457,9445
5332,1536,53,3459,9441
5333,1537,53,3460,9441
5334,1539,53,3459,9436
5335,1536,53,3461,9433
5336,1536,53,3460,9439
5337,1533,53,3459,9444
5338,1535,53,3458,9450
5339,1537,53,3456,9450
5340,1539,53,3456,9450
5341,1538,53,3453,9449
5342,1539,53,3456,9455
5343,1538,53,3454,9451
5344,1536,53,3452,9446
5345,1534,53,3453,9441
5346,1533,53,3455,9453
5347,1534,53,3456,9453
5348,1535,53,3457,9455
5349,1532,53,3459,9446
5350,1533,53,3459,9448
5351,1536,53,3455,9447
5352,1537,53,3451,9452
5353,1535,53,3455,9452
5354,1533,53,3456,9450
5355,1532,53,3457,9447
5356,1533,53,3458,9451
5357,1533,53,3459,9446
5358,1532,53,3458,9444
