iter,h,r,c,a
2304,1885,40,1597,9673
2305,1883,40,1598,9670
2306,1882,40,1598,9668
2307,1884,40,1598,9666
2308,1884,40,1598,9663
2309,1885,40,1602,9666
2310,1888,40,1602,9666
2311,1885,40,1603,9672
2312,1883,40,1602,9674
2313,1881,40,1603,9673
2314,1881,40,1603,9666
2315,1880,40,1603,9664
2316,1883,40,1602,9661
2317,1885,40,1604,9661
2318,1884,40,1604,9660
2319,1883,40,1604,9660
2320,1882,40,1605,9654
2321,1883,40,1604,9654
2322,1883,40,1604,9655
2323,1882,40,1604,9650
2324,1885,40,1605,9654
2325,1887,41,1607,9650
2326,1889,41,1607,9649
2327,1887,42,1608,9653
2328,1889,41,1610,9649
2329,1891,41,1611,9648
2330,1892,41,1611,9651
2331,1891,41,1611,9646
2332,1893,41,1608,9654
2333,1894,41,1612,9655
2334,1897,41,1612,9655
2335,1896,41,1612,9649
2336,1896,41,1612,9653
2337,1897,41,1611,9648
2338,1894,41,1614,9658
2339,1896,41,1614,9658
2340,1897,41,1617,9655
2341,1898,41,1618,9661
2342,1896,41,1618,9656
2343,1894,41,1617,9650
2344,1895,41,1617,9647
2345,1894,41,1619,9647
2346,1892,41,1622,9650
2347,1890,41,1624,9649
2348,1890,41,1625,9643
2349,1890,41,1629,9640
2350,1891,41,1632,9648
2351,1894,41,1633,9641
2352,1893,41,1635,9642
2353,1893,41,1637,9638
2354,1893,41,1636,9631
2355,1892,41,1639,9632
2356,1895,41,1640,9637
2357,1901,41,1640,9632
2358,1900,42,1640,9634
2359,1903,42,1640,9633
2360,1899,42,1641,9635
2361,1896,42,1642,9633
2362,1898,42,1640,9641
2363,1899,42,1643,9638
2364,1898,42,1645,9629
2365,1894,42,1647,9628
2366,1894,42,1647,9635
2367,1897,42,1647,9641
2368,1896,42,1647,9640
2369,1897,41,1646,9636
2370,1900,41,1647,9632
2371,1898,41,1647,9633
2372,1897,41,1648,9640
2373,1896,41,1649,9633
2374,1900,41,1650,9636
2375,1905,41,1649,9640
2376,1905,41,1649,9643
2377,1902,41,1649,9648
2378,1905,41,1651,9648
2379,1903,41,1652,9648
2380,1902,41,1650,9639
2381,1902,41,1653,9631
2382,1905,41,1654,9633
2383,1906,41,1656,9632
2384,1908,41,1656,9634
2385,1908,41,1657,9640
2386,1908,41,1656,9635
2387,1909,41,1656,9642
2388,1910,41,1656,9635
2389,1908,41,1656,9631
2390,1907,41,1657,9627
2391,1907,41,1659,9633
2392,1908,42,1659,9629
2393,1910,42,1660,9625
2394,1907,42,1661,9632
2395,1909,42,1663,9638
2396,1906,42,1663,9643
2397,1905,42,1664,9642
2398,1903,41,1662,9634
2399,1908,41,1664,9639
2400,1908,41,1664,9642
2401,1907,41,1664,9637
2402,1905,41,1664,9644
2403,1904,41,1665,9643
2404,1902,41,1665,9643
2405,1901,41,1665,9641
2406,1903,41,1665,9639
2407,1905,42,1663,9643
2408,1905,42,1669,9650
2409,1906,42,1667,9636
2410,1907,42,1668,9643
2411,1908,42,1669,9649
2412,1908,42,1669,9647
2413,1910,42,1672,9640
2414,1910,42,1673,9642
2415,1913,42,1676,9636
2416,1915,42,1679,9640
2417,1918,42,1681,9644
2418,1922,42,1681,9649
2419,1924,42,1682,9645
2420,1919,42,1682,9644
2421,1920,42,1684,9647
2422,1920,42,1685,9655
2423,1918,42,1686,9655
2424,1917,43,1685,9653
2425,1917,43,1688,9656
2426,1919,43,1687,9651
2427,1912,43,1690,9649
2428,1904,43,1689,9648
2429,1909,43,1690,9635
2430,1909,43,1689,9636
2431,1912,43,1689,9642
2432,1911,43,1689,9643
2433,1908,43,1688,9639
2434,1908,43,1691,9635
2435,1905,43,1691,9641
2436,1907,43,1691,9639
2437,1904,44,1693,9642
2438,1907,44,1693,9648
2439,1907,44,1693,9648
2440,1907,44,1693,9648
2441,1907,43,1694,9649
2442,1908,43,1693,9655
2443,1908,43,1694,9646
2444,1908,43,1693,9655
2445,1910,43,1695,9655
2446,1910,43,1696,9657
2447,1909,43,1699,9658
2448,1909,43,1700,9653
2449,1909,43,1700,9661
2450,1908,43,1702,9653
2451,1911,43,1702,9651
2452,1915,43,1702,9649
2453,1914,43,1699,9653
2454,1911,43,1698,9650
2455,1909,43,1698,9643
2456,1910,43,1700,9644
2457,1914,43,1702,9644
2458,1912,43,1702,9645
2459,1911,43,1703,9645
2460,1911,43,1705,9649
2461,1902,43,1704,9657
2462,1908,43,1706,9662
2463,1905,43,1705,9661
2464,1906,43,1705,9661
2465,1907,43,1706,9664
2466,1907,43,1707,9673
2467,1908,43,1707,9667
2468,1908,43,1708,9666
2469,1907,43,1707,9663
2470,1906,43,1708,9667
2471,1906,43,1710,9670
2472,1905,44,1714,9666
2473,1906,44,1714,9666
2474,1907,44,1714,9665
2475,1904,44,1715,9667
2476,1904,45,1715,9670
2477,1904,44,1718,9669
2478,1903,44,1719,9665
2479,1906,44,1720,9658
2480,1907,44,1720,9653
2481,1907,44,1720,9649
2482,1909,44,1720,9659
2483,1908,44,1721,9658
2484,1910,44,1721,9661
2485,1909,44,1723,9656
2486,1913,44,1724,9671
2487,1909,44,1728,9674
2488,1909,44,1731,9669
2489,1909,44,1731,9666
2490,1909,44,1732,9662
2491,1911,44,1735,9665
2492,1913,44,1735,9674
2493,1915,44,1734,9663
2494,1911,44,1736,9667
2495,1908,44,1737,9659
2496,1909,44,1735,9664
2497,1905,44,1738,9669
2498,1909,44,1738,9671
2499,1908,44,1740,9665
2500,1906,44,1738,9673
2501,1908,44,1737,9678
2502,1908,44,1738,9679
2503,1908,44,1738,9680
2504,1906,44,1738,9679
2505,1911,44,1740,9681
2506,1912,44,1740,9678
2507,1912,44,1741,9673
2508,1911,44,1740,9669
2509,1907,44,1741,9673
2510,1906,44,1741,9679
2511,1902,44,1740,9669
2512,1903,44,1741,9678
2513,1906,44,1740,9672
2514,1904,44,1740,9671
2515,1905,44,1743,9670
2516,1905,44,1744,9672
2517,1905,44,1744,9670
2518,1903,44,1745,9673
2519,1905,44,1746,9678
2520,1903,44,1746,9680
2521,1904,44,1746,9686
2522,1900,44,1746,9684
2523,1900,44,1751,9680
2524,1904,44,1752,9678
2525,1904,44,1754,9676
2526,1906,44,1753,9675
2527,1903,44,1753,9682
2528,1898,44,1754,9686
2529,1900,44,1755,9678
2530,1899,44,1756,9680
2531,1902,44,1756,9674
2532,1899,44,1758,9671
2533,1899,44,1756,9673
2534,1898,45,1760,9674
2535,1898,45,1761,9673
2536,1896,45,1763,9673
2537,1896,46,1764,9665
2538,1894,46,1764,9666
2539,1898,46,1766,9662
2540,1896,47,1767,9661
2541,1894,46,1764,9655
2542,1893,46,1766,9663
2543,1894,46,1771,9663
2544,1895,46,1771,9667
2545,1895,46,1777,9658
2546,1894,46,1779,9659
2547,1895,46,1781,9658
2548,1895,46,1783,9667
2549,1897,46,1783,9666
2550,1900,46,1783,9665
2551,1897,46,1784,9655
2552,1899,46,1786,9660
2553,1894,46,1790,9654
2554,1899,45,1791,9659
2555,1901,45,1792,9661
2556,1901,45,1791,9655
2557,1900,45,1791,9657
2558,1899,45,1792,9655
2559,1902,45,1792,9653
2560,1904,45,1790,9647
2561,1897,42,1789,9653
2562,1896,44,1790,9650
2563,1895,42,1790,9644
2564,1895,43,1790,9650
2565,1892,42,1791,9646
2566,1893,42,1792,9652
2567,1894,42,1795,9662
2568,1892,42,1794,9660
2569,1893,42,1795,9659
2570,1894,42,1794,9659
2571,1893,42,1795,9658
2572,1890,42,1796,9659
2573,1891,42,1799,9664
2574,1891,42,1799,9662
2575,1890,42,1801,9663
2576,1890,42,1801,9659
2577,1894,42,1802,9659
2578,1894,42,1802,9658
2579,1897,42,1805,9655
2580,1897,42,1803,9650
2581,1897,42,1804,9647
2582,1896,42,1805,9643
2583,1893,42,1804,9647
2584,1892,42,1804,9650
2585,1891,42,1804,9654
2586,1892,42,1806,9657
2587,1893,42,1807,9654
2588,1888,42,1808,9650
2589,1894,42,1811,9643
2590,1894,42,1812,9641
2591,1894,42,1812,9649
2592,1894,42,1811,9657
2593,1898,42,1812,9658
2594,1897,42,1813,9658
2595,1897,42,1813,9654
2596,1896,43,1817,9662
2597,1898,43,1820,9660
2598,1900,43,1821,9652
2599,1900,43,1822,9651
2600,1903,43,1824,9656
2601,1902,43,1826,9653
2602,1900,44,1827,9657
2603,1900,44,1828,9657
2604,1898,44,1828,9653
2605,1899,42,1827,9653
2606,1900,42,1827,9647
2607,1901,42,1829,9646
2608,1901,42,1832,9644
2609,1904,42,1834,9639
2610,1901,42,1835,9649
2611,1901,40,1840,9651
2612,1903,40,1840,9650
2613,1900,40,1847,9648
2614,1896,40,1846,9650
2615,1898,40,1849,9646
2616,1899,40,1850,9659
2617,1899,40,1851,9657
2618,1889,41,1851,9654
2619,1892,41,1851,9653
2620,1892,40,1852,9655
2621,1895,40,1852,9651
2622,1896,40,1852,9654
2623,1895,40,1853,9649
2624,1896,40,1854,9645
2625,1893,40,1858,9639
2626,1883,39,1859,9641
2627,1886,39,1862,9640
2628,1877,39,1860,9634
2629,1882,39,1862,9636
2630,1880,39,1864,9627
2631,1879,39,1864,9636
2632,1882,39,1864,9634
2633,1878,39,1865,9635
2634,1879,39,1868,9638
2635,1881,39,1871,9639
2636,1881,39,1871,9643
2637,1878,39,1872,9645
2638,1880,39,1873,9652
2639,1883,39,1874,9652
2640,1869,38,1875,9651
2641,1873,38,1875,9649
2642,1869,38,1879,9652
2643,1867,38,1882,9650
2644,1866,38,1882,9641
2645,1865,38,1884,9643
2646,1867,38,1886,9649
2647,1868,38,1888,9649
2648,1868,38,1892,9653
2649,1870,38,1891,9651
2650,1869,38,1893,9637
2651,1870,38,1897,9643
2652,1871,38,1898,9643
2653,1873,38,1898,9643
2654,1870,38,1900,9644
2655,1871,38,1903,9645
2656,1870,38,1905,9639
2657,1871,38,1907,9634
2658,1870,38,1909,9640
2659,1872,38,1912,9640
2660,1869,38,1916,9638
2661,1868,38,1918,9640
2662,1867,38,1918,9641
2663,1869,38,1921,9640
2664,1868,38,1925,9647
2665,1869,38,1928,9644
2666,1872,38,1929,9642
2667,1872,38,1933,9632
2668,1870,38,1935,9633
2669,1871,38,1938,9637
2670,1869,38,1939,9638
2671,1869,38,1940,9645
2672,1868,38,1944,9642
2673,1868,38,1949,9638
2674,1863,38,1950,9640
2675,1865,38,1953,9643
2676,1868,38,1957,9637
2677,1868,38,1957,9634
2678,1868,38,1959,9636
2679,1866,38,1960,9630
2680,1866,38,1964,9626
2681,1868,38,1966,9633
2682,1871,38,1967,9632
2683,1873,38,1970,9633
2684,1873,38,1970,9634
2685,1859,38,1969,9636
2686,1863,38,1970,9636
2687,1859,38,1972,9641
2688,1860,39,1974,9632
2689,1860,39,1972,9631
2690,1863,39,1973,9629
2691,1860,39,1973,9628
2692,1862,39,1974,9628
2693,1860,38,1976,9635
2694,1861,38,1977,9638
2695,1858,38,1982,9637
2696,1856,38,1986,9646
2697,1852,38,1989,9647
2698,1854,38,1990,9648
2699,1852,38,1991,9641
2700,1848,38,1992,9640
2701,1851,38,1997,9637
2702,1852,38,2004,9638
2703,1855,38,2005,9644
2704,1853,38,2005,9641
2705,1853,38,2009,9632
2706,1856,38,2012,9633
2707,1852,38,2015,9633
2708,1852,38,2017,9640
2709,1854,38,2018,9629
2710,1854,38,2020,9628
2711,1854,38,2026,9631
2712,1854,38,2031,9632
2713,1855,38,2033,9634
2714,1853,38,2038,9632
2715,1853,38,2038,9632
2716,1852,38,2045,9629
2717,1851,38,2044,9634
2718,1841,38,2049,9638
2719,1844,38,2051,9628
2720,1842,38,2052,9626
2721,1844,38,2057,9629
2722,1847,38,2058,9634
2723,1847,38,2061,9632
2724,1844,38,2062,9632
2725,1846,38,2064,9639
2726,1845,38,2068,9639
2727,1845,38,2072,9641
2728,1844,38,2070,9639
2729,1844,38,2072,9639
2730,1838,38,2075,9636
2731,1841,38,2078,9635
2732,1839,38,2080,9633
2733,1839,38,2085,9623
2734,1840,38,2087,9629
2735,1841,38,2090,9633
2736,1842,38,2090,9634
2737,1844,38,2092,9635
2738,1845,38,2096,9630
2739,1846,38,2100,9628
2740,1840,38,2105,9624
2741,1839,38,2108,9621
2742,1837,38,2111,9631
2743,1839,38,2111,9638
2744,1840,38,2114,9636
2745,1840,38,2119,9631
2746,1838,38,2122,9635
2747,1839,38,2125,9635
2748,1840,38,2131,9633
2749,1843,38,2134,9628
2750,1844,38,2135,9632
2751,1837,38,2136,9639
2752,1838,38,2137,9641
2753,1835,38,2138,9636
2754,1830,38,2139,9636
2755,1828,39,2141,9635
2756,1825,39,2147,9641
2757,1824,39,2148,9635
2758,1825,39,2158,9633
2759,1825,39,2161,9636
2760,1827,39,2162,9636
2761,1827,39,2167,9637
2762,1827,39,2176,9639
2763,1828,39,2177,9636
2764,1829,40,2181,9637
2765,1829,41,2183,9631
2766,1829,40,2188,9628
2767,1832,40,2194,9626
2768,1830,40,2192,9626
2769,1832,39,2194,9631
2770,1835,39,2197,9634
2771,1834,38,2200,9624
2772,1833,38,2202,9635
2773,1832,38,2203,9636
2774,1833,38,2208,9637
2775,1834,39,2212,9638
2776,1835,39,2215,9637
2777,1833,39,2221,9637
2778,1834,39,2224,9642
2779,1834,39,2222,9629
2780,1835,39,2226,9629
2781,1834,39,2226,9631
2782,1836,39,2228,9633
2783,1836,39,2229,9639
2784,1838,39,2232,9630
2785,1835,39,2233,9623
2786,1836,39,2239,9624
2787,1836,39,2247,9621
2788,1838,39,2251,9617
2789,1839,39,2256,9623
2790,1837,39,2260,9627
2791,1837,39,2263,9633
2792,1842,39,2270,9636
2793,1842,39,2270,9635
2794,1843,39,2275,9630
2795,1842,39,2283,9628
2796,1843,39,2292,9637
2797,1841,39,2293,9634
2798,1841,39,2298,9629
2799,1839,39,2300,9629
2800,1837,39,2302,9630
2801,1836,39,2302,9623
2802,1836,39,2308,9624
2803,1836,39,2312,9624
2804,1837,39,2315,9631
2805,1838,39,2322,9630
2806,1841,39,2324,9623
2807,1840,39,2327,9625
2808,1841,39,2329,9625
2809,1843,39,2331,9628
2810,1840,39,2334,9624
2811,1839,39,2335,9620
2812,1838,39,2339,9626
2813,1837,39,2342,9625
2814,1838,39,2344,9621
2815,1841,38,2346,9621
2816,1839,38,2347,9612
2817,1840,38,2352,9614
2818,1830,38,2353,9625
2819,1833,38,2357,9623
2820,1831,38,2359,9630
2821,1835,38,2365,9628
2822,1833,38,2365,9637
2823,1831,38,2369,9631
2824,1826,38,2373,9633
2825,1825,38,2377,9632
2826,1827,38,2382,9632
2827,1827,38,2387,9631
2828,1825,38,2391,9629
2829,1821,38,2396,9625
2830,1827,38,2398,9616
2831,1825,38,2400,9619
2832,1825,38,2403,9618
2833,1824,38,2405,9619
2834,1822,38,2407,9619
2835,1825,38,2411,9625
2836,1826,38,2414,9622
2837,1823,38,2415,9618
2838,1821,38,2421,9617
2839,1817,38,2426,9614
2840,1813,38,2429,9612
2841,1811,38,2431,9612
2842,1810,38,2429,9617
2843,1812,38,2430,9619
2844,1813,39,2434,9626
2845,1813,38,2438,9619
2846,1814,38,2441,9623
2847,1812,38,2443,9630
2848,1813,38,2447,9630
2849,1814,38,2451,9628
2850,1810,38,2452,9622
2851,1799,38,2459,9618
2852,1800,38,2466,9620
2853,1801,38,2474,9622
2854,1799,38,2475,9620
2855,1798,38,2483,9623
2856,1799,38,2487,9630
2857,1803,38,2491,9622
2858,1805,38,2494,9615
2859,1805,38,2501,9605
2860,1806,38,2501,9603
2861,1808,38,2503,9606
2862,1807,38,2505,9607
2863,1807,38,2510,9602
2864,1801,38,2512,9606
2865,1802,38,2514,9605
2866,1800,38,2516,9602
2867,1799,38,2518,9611
2868,1797,38,2526,9608
2869,1798,38,2528,9611
2870,1796,38,2533,9612
2871,1797,38,2539,9613
2872,1799,38,2541,9618
2873,1796,38,2548,9616
2874,1797,38,2553,9618
2875,1799,38,2557,9613
2876,1800,38,2559,9611
2877,1798,38,2562,9611
2878,1792,38,2565,9614
2879,1794,38,2568,9613
2880,1792,38,2575,9615
2881,1792,38,2577,9618
2882,1790,38,2580,9621
2883,1785,38,2582,9618
2884,1789,38,2593,9623
2885,1782,38,2601,9620
2886,1786,38,2606,9614
2887,1784,38,2611,9610
2888,1784,38,2614,9601
2889,1782,38,2619,9601
2890,1780,38,2619,9602
2891,1781,38,2620,9602
2892,1782,38,2619,9601
2893,1780,38,2628,9603
2894,1780,38,2631,9605
2895,1779,38,2634,9606
2896,1779,38,2632,9607
2897,1783,38,2639,9612
2898,1781,38,2643,9609
2899,1781,38,2649,9609
2900,1783,38,2655,9612
2901,1784,38,2659,9612
2902,1786,38,2661,9614
2903,1785,38,2662,9620
2904,1778,38,2665,9613
2905,1770,38,2665,9610
2906,1771,38,2670,9609
2907,1769,38,2670,9609
2908,1770,38,2678,9610
2909,1770,38,2680,9612
2910,1769,38,2682,9608
2911,1773,38,2689,9603
2912,1772,39,2691,9605
2913,1771,39,2693,9602
2914,1771,40,2693,9593
2915,1772,41,2696,9593
2916,1770,40,2704,9596
2917,1768,40,2715,9594
2918,1764,40,2720,9592
2919,1764,40,2726,9596
2920,1764,40,2731,9596
2921,1761,40,2737,9598
2922,1762,41,2737,9608
2923,1760,41,2743,9606
2924,1764,40,2751,9607
2925,1763,41,2754,9605
2926,1764,41,2758,9607
2927,1764,41,2761,9609
2928,1763,41,2765,9614
2929,1769,40,2771,9604
2930,1768,40,2773,9609
2931,1766,40,2778,9599
2932,1767,40,2782,9607
2933,1769,40,2783,9608
2934,1769,40,2785,9607
2935,1769,40,2790,9615
2936,1766,40,2792,9612
2937,1768,40,2794,9609
2938,1747,40,2796,9602
2939,1749,40,2799,9603
2940,1738,40,2804,9602
2941,1734,40,2806,9598
2942,1737,40,2810,9600
2943,1738,40,2815,9597
2944,1738,41,2819,9598
2945,1738,41,2826,9598
2946,1741,41,2829,9606
2947,1742,41,2835,9604
2948,1742,41,2838,9604
2949,1743,41,2842,9606
2950,1742,41,2844,9617
2951,1741,41,2850,9619
2952,1738,40,2853,9617
2953,1735,40,2855,9611
2954,1734,40,2859,9615
2955,1721,40,2861,9606
2956,1721,40,2867,9602
2957,1717,40,2875,9608
2958,1717,40,2882,9612
2959,1713,40,2880,9609
2960,1711,40,2886,9607
2961,1710,40,2890,9610
2962,1712,40,2894,9614
2963,1713,40,2898,9609
2964,1713,40,2905,9612
2965,1713,40,2912,9614
2966,1716,40,2917,9609
2967,1716,40,2918,9614
2968,1716,40,2923,9606
2969,1718,40,2927,9606
2970,1718,40,2928,9606
2971,1718,40,2931,9605
2972,1714,40,2938,9608
2973,1716,40,2939,9612
2974,1716,40,2948,9614
2975,1715,40,2951,9612
2976,1714,40,2957,9612
2977,1714,40,2962,9604
2978,1711,40,2972,9605
2979,1702,40,2971,9600
2980,1702,40,2976,9598
2981,1701,40,2986,9599
2982,1702,40,2994,9593
2983,1701,40,2997,9594
2984,1700,40,3000,9591
2985,1699,40,3005,9587
2986,1704,40,3009,9590
2987,1701,40,3017,9588
2988,1703,40,3017,9594
2989,1705,40,3021,9594
2990,1703,40,3026,9593
2991,1701,40,3030,9597
2992,1697,40,3034,9598
2993,1697,40,3035,9599
2994,1694,40,3034,9597
2995,1700,40,3033,9598
2996,1699,40,3034,9607
2997,1703,40,3037,9603
2998,1700,40,3037,9600
2999,1699,41,3040,9600
3000,1693,40,3040,9596
3001,1693,40,3041,9595
3002,1689,40,3044,9596
3003,1690,40,3045,9591
3004,1682,40,3044,9593
3005,1683,40,3048,9589
3006,1683,40,3050,9582
3007,1682,40,3052,9578
3008,1668,40,3054,9575
3009,1674,40,3054,9571
3010,1667,40,3056,9569
3011,1669,40,3058,9572
3012,1669,40,3066,9569
3013,1667,40,3065,9568
3014,1655,40,3067,9574
3015,1653,40,3073,9575
3016,1655,40,3072,9583
3017,1652,40,3071,9583
3018,1651,40,3073,9581
3019,1651,41,3077,9575
3020,1651,41,3080,9572
3021,1651,41,3082,9572
3022,1648,41,3082,9574
3023,1648,41,3084,9578
3024,1647,41,3086,9573
3025,1648,41,3091,9580
3026,1643,41,3093,9575
3027,1634,41,3097,9569
3028,1634,41,3101,9567
3029,1634,41,3104,9566
3030,1637,41,3102,9566
3031,1636,41,3106,9566
3032,1636,41,3111,9571
3033,1637,41,3116,9576
3034,1630,41,3117,9567
3035,1630,41,3118,9561
3036,1627,41,3119,9558
3037,1629,41,3119,9558
3038,1631,41,3118,9563
3039,1635,41,3121,9563
3040,1636,41,3127,9547
3041,1638,41,3128,9548
3042,1636,41,3130,9563
3043,1635,41,3132,9562
3044,1635,41,3140,9565
3045,1631,41,3140,9564
3046,1629,41,3144,9567
3047,1623,41,3145,9561
3048,1622,41,3148,9557
3049,1625,41,3151,9552
3050,1625,41,3151,9556
3051,1625,41,3158,9556
3052,1623,41,3158,9561
3053,1623,41,3159,9556
3054,1622,41,3161,9563
3055,1621,41,3159,9559
3056,1625,42,3163,9558
3057,1626,42,3164,9554
3058,1625,42,3165,9560
3059,1624,42,3169,9558
3060,1624,42,3169,9557
3061,1627,42,3167,9559
3062,1630,43,3168,9560
3063,1631,42,3172,9557
3064,1631,42,3174,9561
3065,1627,42,3178,9558
3066,1623,42,3179,9558
3067,1620,42,3180,9562
3068,1620,42,3181,9556
3069,1619,42,3180,9556
3070,1622,42,3180,9556
3071,1621,42,3180,9561
3072,1621,42,3181,9565
3073,1621,42,3183,9563
3074,1619,42,3182,9559
3075,1621,42,3184,9556
3076,1623,42,3187,9556
3077,1626,42,3188,9564
3078,1625,42,3188,9560
3079,1629,42,3190,9557
3080,1629,42,3192,9557
3081,1629,42,3194,9559
3082,1630,42,3197,9557
3083,1629,42,3198,9558
3084,1628,42,3200,9562
3085,1625,42,3198,9565
3086,1626,42,3199,9554
3087,1626,42,3197,9548
3088,1624,42,3201,9547
3089,1622,42,3201,9547
3090,1624,42,3202,9551
3091,1625,42,3202,9552
3092,1625,42,3204,9556
3093,1626,42,3204,9559
3094,1624,42,3208,9558
3095,1623,42,3208,9559
3096,1620,42,3211,9567
3097,1621,42,3211,9568
3098,1620,42,3211,9561
3099,1621,42,3214,9558
3100,1622,42,3217,9557
3101,1621,42,3218,9555
3102,1620,42,3218,9549
3103,1620,42,3217,9548
3104,1620,42,3217,9544
3105,1620,42,3220,9538
3106,1620,42,3219,9538
3107,1623,42,3223,9540
3108,1624,42,3222,9528
3109,1623,42,3224,9524
3110,1625,42,3225,9524
3111,1624,42,3223,9531
3112,1624,42,3226,9533
3113,1621,42,3227,9534
3114,1616,42,3228,9534
3115,1614,42,3229,9535
3116,1613,42,3229,9536
3117,1615,42,3235,9535
3118,1619,42,3237,9534
3119,1619,42,3239,9533
3120,1619,42,3239,9534
3121,1620,42,3240,9535
3122,1616,42,3240,9540
3123,1617,42,3240,9532
3124,1616,42,3237,9531
3125,1618,42,3237,9529
3126,1619,42,3236,9534
3127,1614,42,3238,9530
3128,1604,42,3238,9526
3129,1608,42,3244,9523
3130,1607,42,3246,9520
3131,1606,42,3249,9516
3132,1603,42,3253,9516
3133,1604,42,3253,9519
3134,1606,42,3255,9520
3135,1600,42,3255,9522
3136,1595,42,3260,9525
3137,1599,42,3263,9524
3138,1598,42,3261,9529
3139,1596,42,3264,9526
3140,1595,42,3269,9529
3141,1595,42,3268,9524
3142,1596,42,3270,9534
3143,1597,42,3269,9542
3144,1596,42,3273,9535
3145,1598,42,3273,9534
3146,1598,42,3273,9532
3147,1599,42,3271,9525
3148,1598,42,3271,9524
3149,1599,42,3274,9521
3150,1599,42,3274,9520
3151,1595,42,3273,9523
3152,1596,42,3273,9522
3153,1594,42,3277,9523
3154,1597,42,3278,9523
3155,1596,42,3279,9518
3156,1597,42,3279,9515
3157,1599,42,3279,9511
3158,1596,42,3279,9520
3159,1595,42,3278,9522
3160,1597,42,3282,9520
3161,1596,42,3281,9528
3162,1595,42,3283,9531
3163,1595,42,3285,9533
3164,1593,42,3284,9540
3165,1594,42,3285,9530
3166,1593,42,3283,9534
3167,1591,42,3283,9529
3168,1587,42,3284,9522
3169,1587,42,3285,9516
3170,1589,42,3288,9516
3171,1588,42,3291,9526
3172,1586,42,3292,9529
3173,1583,42,3295,9530
3174,1580,42,3297,9526
3175,1576,42,3302,9527
3176,1575,42,3304,9526
3177,1571,43,3306,9525
3178,1570,43,3306,9525
3179,1567,43,3308,9527
3180,1568,43,3305,9520
3181,1567,42,3309,9519
3182,1568,42,3309,9522
3183,1565,42,3312,9523
3184,1566,42,3312,9514
3185,1568,42,3314,9512
3186,1569,42,3316,9521
3187,1569,42,3316,9519
3188,1568,42,3316,9517
3189,1569,42,3318,9511
3190,1569,42,3318,9516
3191,1571,42,3320,9519
3192,1572,42,3319,9526
3193,1574,42,3321,9520
3194,1571,42,3321,9519
3195,1573,42,3321,9519
3196,1570,42,3324,9531
3197,1568,42,3327,9524
3198,1571,42,3326,9517
3199,1562,42,3330,9512
3200,1566,42,3332,9519
3201,1564,42,3331,9512
3202,1561,42,3336,9517
3203,1559,43,3338,9512
3204,1559,42,3342,9513
3205,1555,42,3344,9511
3206,1554,42,3347,9511
3207,1554,42,3347,9510
3208,1554,42,3347,9504
3209,1557,43,3347,9509
3210,1557,42,3345,9513
3211,1555,42,3344,9512
3212,1555,42,3346,9518
3213,1554,42,3345,9512
3214,1554,42,3343,9510
3215,1554,42,3346,9509
3216,1556,42,3351,9509
3217,1559,42,3352,9517
3218,1556,42,3350,9514
3219,1554,42,3351,9509
3220,1552,42,3353,9509
3221,1553,42,3353,9509
3222,1553,42,3356,9512
3223,1554,42,3356,9504
3224,1553,42,3357,9499
3225,1554,42,3356,9503
3226,1556,42,3355,9506
3227,1556,42,3356,9505
3228,1554,42,3357,9501
3229,1552,42,3360,9499
3230,1551,42,3362,9496
3231,1553,42,3363,9501
3232,1553,42,3362,9500
3233,1552,42,3360,9500
3234,1555,42,3359,9502
3235,1550,42,3358,9507
3236,1552,42,3360,9505
3237,1551,42,3361,9503
3238,1550,42,3364,9505
3239,1550,42,3364,9507
3240,1551,42,3367,9510
3241,1550,42,3368,9505
3242,1548,42,3371,9507
3243,1552,42,3373,9501
3244,1551,42,3373,9496
3245,1550,42,3373,9495
3246,1552,42,3373,9502
3247,1551,42,3375,9496
3248,1552,42,3376,9497
3249,1550,42,3377,9490
3250,1551,42,3376,9500
3251,1551,42,3375,9494
3252,1554,42,3377,9487
3253,1553,42,3379,9482
3254,1553,42,3377,9487
3255,1550,42,3376,9481
3256,1551,42,3377,9484
3257,1550,42,3379,9484
3258,1550,42,3384,9488
3259,1551,42,3381,9488
3260,1552,42,3384,9486
3261,1550,42,3386,9484
3262,1552,42,3384,9488
3263,1554,42,3387,9489
3264,1554,42,3386,9489
3265,1552,42,3384,9488
3266,1553,42,3386,9489
3267,1552,42,3384,9482
3268,1552,42,3385,9474
3269,1553,42,3391,9480
3270,1552,42,3389,9480
3271,1552,42,3386,9485
3272,1550,42,3386,9484
3273,1551,42,3388,9484
3274,1552,42,3390,9480
3275,1552,42,3390,9482
3276,1549,42,3390,9472
3277,1553,42,3389,9473
3278,1551,43,3386,9479
3279,1550,43,3387,9481
3280,1551,43,3387,9473
3281,1552,43,3391,9473
3282,1551,43,3391,9468
3283,1551,43,3392,9468
3284,1553,43,3392,9469
3285,1551,43,3388,9471
3286,1548,43,3391,9472
3287,1549,43,3388,9468
3288,1550,43,3391,9472
3289,1551,43,3389,9471
3290,1552,43,3389,9469
3291,1549,43,3388,9468
3292,1550,42,3388,9469
3293,1550,42,3389,9460
3294,1550,42,3391,9456
3295,1549,42,3391,9455
3296,1549,42,3393,9464
3297,1550,42,3394,9463
3298,1548,42,3395,9467
3299,1548,42,3396,9464
3300,1546,42,3398,9448
3301,1547,42,3396,9430
3302,1549,42,3397,9438
